index,real,imag
0,0.593085968575692,-0.6331304242132633
1,0.5593819952253223,0.1937003231601133
2,-0.1083344849031334,-0.8000501589123183
3,-0.08150222429163621,-0.3325827769626979
4,-0.7142663711676773,0.3017769468520174
5,-0.8871768470757714,0.4439975432911461
6,0.8771054287592152,-0.9984424704628356
7,0.9844231285070186,0.2349630148072751
8,0.2233063249402872,-0.9858673827141732
9,-0.9538751428798095,0.04954932364226815
10,-0.2002780443933542,-0.9066686634256061
11,0.9475110449325953,-0.5344573192455054
12,-0.8187871289178408,0.2367720295606077
13,-0.2350760199131098,0.9664617718729348
14,-0.06647420274446965,0.7198808063037926
15,0.3606150777114304,-0.09900149322556102
16,-0.9734700838732298,0.8844035085983976
17,0.1265764301482739,-0.2291669874412949
18,-0.9680674852316206,-0.5382123584404255
19,-0.5179490616152843,0.3665270486102229
20,0.2199933133656339,0.6663898264501142
21,-0.6532707055870501,-0.217878780835625
22,-0.635527826259481,0.5107228176959427
23,-0.1496882451177989,-0.584116672389177
24,0.135400654537002,-0.9373734164122232
25,0.6845695460073584,-0.1004917417768706
26,-0.2096995367018972,0.8533177244918546
27,0.4545439922241032,-0.3469184567584313
28,0.1408879519852308,0.04166853204182548
29,0.9223440573761359,0.6890677010292801
30,0.494640222000273,0.07938425907462326
31,0.173502337107779,0.9305106216840225
32,0.2140684999902425,-0.4480016322141997
33,-0.4074529874413628,-0.6694661170233984
34,-0.9687271900127873,-0.1531970459097592
35,-0.2102369662503505,-0.4130236472940471
36,-0.9718403527487431,-0.6023151935937516
37,0.4226838982230315,0.5803510708403805
38,0.2119199609250166,0.8526017559105747
39,0.3021540610857624,0.8299193508531288
40,0.7000771504189371,-0.1010986512418372
41,-0.8091797678121837,-0.2583634899633187
42,0.337682514130595,0.331844704377085
43,0.1825955713771311,-0.450556417164598
44,0.1224868460033151,-0.2341462511232989
45,0.9434241867249809,0.6978276384590416
46,0.443459036182978,-0.5280301614844803
47,-0.4878633554228734,-0.9191328163753285
48,0.4213257797633916,-0.7782183469144902
49,-0.121326985291476,-0.5965615873653943
